"PlayerID","BackgroundName","ProjectionMiddle","Keeper","PricePrice","PricePricedat","PriceMMrating","DraftRank","KeeperRank","BackgroundIcon1","BackgroundIcon2","BackgroundIcon3","Comment","Short","PreseasonGame1","PreseasonGame2","PreseasonGT","PositionRankonprice","PositionRankon2022average","PositionRankonPPM","PositionRankonlast5","PositionRankoncareerhigh","Price150k","Price85","Pricecareerhigh","ConsistencyHigh","ConsistencyLow","Consistency120","Consistency100","Consistency90","Consistency70","Consistency50tog","ConsistencyCBAHigh","ConsistencyCBALow","ConsistencyCBA120","ConsistencyCBA100","ConsistencyCBA90","ConsistencyCBA70","ConsistencyCBA50tog","ConsistencyKIHigh","ConsistencyKILow","ConsistencyKI120","ConsistencyKI100","ConsistencyKI90","ConsistencyKI70","ConsistencyKI50tog","SplitsRegular","SplitsVregular","SplitsH1","SplitsVH1","SplitsH2","SplitsVH2","SplitsLast5","SplitsVLast5","SplitsFinals","SplitsVfinals","SplitsExlowest","SplitsVexlowest","BestAverage","2022Average","2021Average","2020Average","2019Average","2018Average","2017Average","BestRank","2022Rank","2021Rank","2020Rank","2019Rank","2018Rank","2017Rank","Best100GT","2022100GT","2021100GT","2020100GT","2019100GT","2018100GT","2017100GT","BestTrend","2022Trend","2021Trend","2020Trend","2019Trend","2018Trend","2017Trend","StatDisposals","StatEfficiency","StatContested","StatClangers","StatTackles","StatValue","Stat22Disposals","Stat22Efficiency","Stat22Contested","Stat22Clangers","Stat22Tackles","Stat22Value","StatLabel","KeeperOrder","PositionRankon2023average","SplitsEx50TOG","2023Average","2024Rank","2023Rank","2024100GT","2023100GT","2024Trend","2023Trend","2024Average","PositionRankon2024average","StatClearances","StatIntercepts","StatHta","StatGoals","Stat22Clearances","Stat22Intercepts","Stat22Hta","Stat22Goals"
"CD_I993834","Josh Dunkley",111,110,602300,112,"Full","M12","M22",2,25,0,"Dunkley has now had two seasons at the Lions and averaged 112+ for both of them to be knocking on the door of the top eight mids. However, it's hard not to feel a little underwhelmed given his high CBA role and scoring history. At the Dogs, he averaged 118 in the last five games of 2018, 127 in the last half of 2019 and 116 in the first half of 2021. However, he just never put together a full season, largely due to Bevo taking him out of the midfield. He's now got the full-time mid role we've been craving but failed to average the 115+ I earmarked him for. He's still a very good SuperCoach player given his above average marking (5.6 per game v 4.5 of the top eight mids) and tackle (6.2 v 4.5) ability as well as the fact he's never in danger of a tag. This combination will likely see him average 110+ again and compete as a top eight mid, but I'd like some more upside with my starting squad, especially given his early bye.","Very solid with elite mark/tackle combo and ability to avoid the tag, scoring is just a tad lower at the Lions than it was when he was at the Dogs",NULL,78,97,9,NULL,20,16,4,140,-7,-4,163,69," 8 / 27"," 17 / 27"," 3 / 27"," 1 / 27"," 0 / 27",90,80,85,82,83,80,NULL,0,0,0,0,0,0,NULL,112,0,113,-1,111,1,108,4,97,15,NULL,2,116,109,99,104,116,95,60,33,22,39,32,8,34,149,141,130,125,129,137,117,77,-6,10,-5,-12,21,35,-14,25.3,71.3,41.8,3.1,6.2,4.4,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",19,11,110,113,21,14,131,141,-4,4,110,NULL,4.4,3.5,0.0,0.2,6.2,2.9,0.0,0.8
"CD_I297373","Marcus Bontempelli",105,123,681000,126,"Overs","M30","M3",1,0,0,"The Bont has always been a player of contention amongst SuperCoaches, given his favourable stats breakdown (above the top eight average for contested rate, tackles, goals and goal assists), but he took his game to a new level in 2023, playing a full-time mid role after the departure of Josh Dunkley. He backed it up in 2024 with a 126 average (130 L5) and goes into 2025 as the favourite to be the number one scorer again. He's a safe M1, despite his top price-tag. I normally look for value in all my picks, but I've paid up for him the last two seasons and considering making an exception for Bont again given he's such a nice captain option. Out for 6 weeks. 28 FEB UPDATE: Been a brutal off-season and the Dogs are looking thin.","Best mid in SuperCoach (and IRL) for a long time now, tag risk is always there but he's on a different level than the rest",NULL,4,44,1,NULL,3,1,1,154,-4,-4,186,63," 13 / 24"," 20 / 24"," 2 / 24"," 1 / 24"," 0 / 24",84,70,77,75,73,70,NULL,0,0,0,0,0,0,NULL,126,0,126,0,127,-1,130,-4,63,63,NULL,2,130,117,120,113,113,104,105,7,5,6,13,10,17,15,153,138,142,132,135,121,122,-6,-3,6,0,9,-1,-4,25.8,67.4,50.7,3.4,5.4,6.5,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",3,1,124,130,2,1,148,153,-6,13,124,NULL,6.5,2.9,0.0,1.3,6.2,2.9,0.0,0.8
"CD_I1012013","Nic Martin",108,114,566000,105,"Fair","D5","D3",1,12,0,"Martin has had an amazing start to his career after being selected as an SSP in 2022. He was in All-Australian discussions in his 2nd season on a wing and caught the eye of SuperCoaches when averaging 128 in a 6-game stretch, bucking the trend of what is typically a low scoring position. So when he moved to half back at the start of last season, expectations were high. He delivered, averaging 122 in the first eight rounds and displaying the thirst for the footy we love as SuperCoaches. But outside of us coaches, his new role output attracted some criticism - with many suggesting he was far more damaging when playing on a wing than getting cheap touches in D50. Brad Scott obviously agreed, as he moved him back to the wing and a forward-of-centre role after Round 8. While his scoring wasn't as prolific (only two x 100+ score from Round 15 to Round 20), it was still very impressive, averaging 102 in this time including 121 in his L3. His price tag is very high for someone not playing one of the two roles we want - inside mid or rebounding half-back - so he doesn't present as a great starting option, but the defender status and talk of him playing more inside in 2025 means he could end up being a top six defender. I'm not willing to start with him though unless we see that role change in the pre-season games.","Averaged 122 as a HB distributor but moved to the wing/HF mid-season where his scoring dropped a little (102), but still showed a high ability to score - inside role possible in 2025 could see him go higher",NULL,108,126,9,NULL,25,8,9,133,27,0,142,63," 7 / 23"," 10 / 23"," 4 / 23"," 1 / 23"," 0 / 23",0,0,1,2,2,0,NULL,0,18,20,15,7,18,NULL,105,0,103,2,108,-3,112,-7,NULL,NULL,NULL,0,105,79,NULL,NULL,NULL,NULL,NULL,74,145,NULL,NULL,NULL,NULL,NULL,111,90,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,28.3,73.7,23.0,3.8,2.3,5.0,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",3,9,105,88,35,90,111,98,17,9,105,NULL,1.3,5.0,0.0,0.7,1.7,5.3,0.0,0.3
"CD_I296205","Jack Steele",112,108,585200,109,"Fair","M8","M33",2,25,18,"After averaging 110+ three seasons in a row (including two x 120+), Steele was one of the more disappointing players in SuperCoach in 2023 when he averaged just 96. A disappointing 2023 impacted by AC and MCL injuries saw him average 99 and appear discounted for 2024. On face value, he was - averaging 109 for the season. But he still had periods that brought back memories of 2023, with five sub-100 scores from Round 6 to 16. The game is speeding up, with less stoppages and tackle opportunities and at times Steele looks like he can't keep up. However, he still showed he can be an elite player in this game, bookmarking that mid-season slump with 130 in the first five rounds, so maybe he was carrying something mid-season. The Saints didn't add to the midfield group over the off-season, despite it being very shallow, so Steele will remain their main man for the 2025 season. He might prove to be slightly discounted at 109, but I'd need to see him pass the eye test first as a few of his games in the last 24 months stick in the mind.","Underwhelming two seasons after three x 110+ (2 x 120+), the game looks a bit quick for him at times but his role won't change and when fully fit he can still score with the best",NULL,79,96,13,NULL,23,11,1,136,6,-17,143,70," 6 / 23"," 13 / 23"," 5 / 23"," 0 / 23"," 0 / 23",93,81,91,91,77,NULL,NULL,0,0,0,0,0,NULL,NULL,109,0,109,0,108,1,112,-3,NULL,NULL,NULL,0,126,110,126,121,95,94,91,13,18,2,6,45,36,36,149,129,149,141,113,119,120,-18,-17,6,26,1,3,27,24.2,75.1,45.4,2.8,7.3,5.0,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",28,13,109,96,23,57,129,121,12,-13,109,NULL,5.0,2.7,0.0,0.3,6.2,2.9,0.0,0.8
"CD_I1006094","Sam Walsh",112,115,583900,108,"Fair","M9","M11",2,15,6,"After bursting onto the scene and looking like a top-level SuperCoach mid for the future decade, averaging 87, 101 and 117 in his first three seasons, Walsh has been underwhelming in the last three, failing to exceed 111 since. There have been a few factors for the regression. A pre-season syndesmosis injury in 2022, off-season back surgery in 2023 and then his back delaying his started to 2024, missing the first four games. Remarkably, he scored 166 in his first game back and averaged 115 in his first 5. He went on to score 110+ in five of his last 14 games, but went under 100 seven times. With his limited pre-seasons in mind, it was an impressive year and if he manages to be fully fit then we could see him have a career best season in 2025. UPDATE: Another pre-season, another injury. Walsh suffered a hamstring injury in the pre-season, and while he's expected to be right for Round 1, I've bumped him down a bit due to missing some important training and concerns about his body.","Hasn’t had a full pre-season since 2021 when he averaged 117 in his 3rd season, if fully fit this year he should return to that level",NULL,0,0,14,NULL,15,17,3,136,-7,-9,166,69," 4 / 20"," 11 / 20"," 4 / 20"," 1 / 20"," 0 / 20",70,74,74,71,66,74,NULL,0,0,0,0,0,0,NULL,108,0,112,-4,105,3,107,1,99,9,NULL,0,117,111,117,101,87,NULL,NULL,26,14,9,45,66,NULL,NULL,135,134,134,120,103,NULL,NULL,-9,-6,16,14,NULL,NULL,NULL,28.4,65.8,39.9,4.0,6.8,5.0,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",9,14,108,106,24,27,134,135,2,-5,108,NULL,5.0,2.6,0.0,0.3,6.2,2.9,0.0,0.8
"CD_I1006121","Zak Butters",113,125,648900,120,"Overs","M5","M2",1,9,21,"It was apparent from early in his career that Butters was going to be a star of the comp one day and since Round 8 in 2023 when he stepped into a full-time midfield role, he's become a star in SuperCoach - averaging 120 since. He has the perfect inside/outside blend which makes for sustainable scoring and may improve as he gets bigger and increases his tackle numbers. He can be a nervous watch given how hard he attacks the ball and body for his size and 2024 wasn't without its interruptions. An ankle injury impacted his pre-season, was subbed out (against his will) when on 159(!) at 3/4 time in Round 17 and finished with cracked ribs in the finals. Teams tend to tag him over Rozee and JHF, but we might see the latter getting more attention this season. I'm confident Butters can be a top two mid again in 2025. I don't think you can go him and Bont, and if I had to pick one I think it would be Bont. But there are no reasons why Butters should slow down given he's only 24. 25 FEB UPDATE: Knee injury may see him miss the start of the year. 28 FEB UPDATE: Out for 6 weeks.","Averaged 120 when he got going in 2023 and then backed it up with 120 in 2024 to prove he is one of the best SuperCoaches in the game",NULL,0,0,2,NULL,5,2,7,148,-1,6,175,53," 11 / 26"," 17 / 26"," 6 / 26"," 1 / 26"," 1 / 26",79,60,71,68,63,60,29,0,0,0,0,0,0,0,120,0,121,-1,119,1,126,-6,66,54,NULL,4,114,96,80,86,61,NULL,NULL,38,56,128,89,212,NULL,NULL,147,124,104,103,81,NULL,NULL,0,17,-6,25,NULL,NULL,NULL,27.1,72.2,39.1,3.5,4.1,4.9,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",2,7,116,112,12,16,147,142,2,16,114,NULL,4.9,2.8,0.0,0.5,6.2,2.9,0.0,0.8
"CD_I992242","Jordan Dawson",114,113,550300,102,"Unders","M3","M17",2,13,12,"Dawson broke out in his first season at the Crows, boosting his average by nine playing as a distributor in defence. He then moved into the midfield in his second season and improved another six points to be one of the top players in SuperCoach. 2024 saw his first regression in his new colours, dropping 14 points to 102. After just three games under 90 in 2023, he had an uncharacteristic seven games under that mark in 2024, a lot of those coinciding with Adelaide's poor form and him shifting to different roles. The good news is that outside of these seven games, he averaged 116, so he certainly still has the ability to go big. But with the arrival of Peatling and Draper, and the need to inject some more pace inside with Rankine, Dawson's role is a bit unknown given his versatility. If we get confirmation he will return to 70%+ CBAs as he did in 2023 then he could be the under-priced uber premium we are after, but I'd need some role confirmation first. 27 FEB UPDATE: We now have confirmation.","Dropped 14 points due to uncharacteristic seven games under 90, his versatility hurts at times but if he remains a full-time mid, he should bounce back to 2023 levels",NULL,111,130,25,NULL,38,11,4,130,-11,-14,168,55," 5 / 22"," 10 / 22"," 7 / 22"," 4 / 22"," 0 / 22",80,52,57,62,62,62,NULL,6,0,3,3,1,2,NULL,102,0,104,-2,99,3,112,-10,NULL,NULL,NULL,0,116,110,100,85,86,60,32,34,20,37,92,69,180,200,135,122,118,102,105,87,54,-14,9,15,-1,26,28,NULL,24.5,69.6,32.1,4.5,6.1,3.1,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",15,25,102,116,45,10,122,135,-14,6,102,NULL,3.1,3.9,0.0,0.5,6.2,2.9,0.0,0.8
"CD_I298539","Isaac Heeney",108,104,629200,117,"Overs","M22","M46",5,0,0,"Not sure if the joke is on us for continuing to think the midfield move was coming for 10 seasons or Horse for taking 10 seasons until actually doing it. 2024 we finally saw Heeney play full time mid, bumping his career high CBA season from 13% to 74%. It worked, with Heeney becoming a star mid of the comp and favourite for the Brownlow for the majority of the year. His scoring tapered off as the season went on and teams became more aware of his impact, averaging 107 post-bye compared to 126 pre. He should only benefit from the experience and is set to back it up in 2025, however now that he's lost his forward status the value isn't there to start with Heeney this season, particularly with his early bye.","The old 10-year breakout, hard to back up that incredible season so feel like we might see a minor regression, but he's now a midfielder and 126 pre-bye average would put him right at the top of the mids",NULL,0,0,5,NULL,8,20,8,145,45,4,165,30," 10 / 24"," 16 / 24"," 6 / 24"," 1 / 24"," 0 / 24",55,61,69,75,70,61,NULL,0,0,0,0,0,0,NULL,117,0,126,-9,107,10,105,13,86,31,NULL,4,113,98,85,94,94,96,97,45,48,99,63,47,32,24,139,114,104,107,114,115,113,0,13,-9,0,-2,-1,15,25.1,67.8,49.0,3.5,4.7,5.8,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",38,8,113,84,13,117,139,99,29,-13,113,NULL,5.8,2.6,0.0,1.4,6.2,2.9,0.0,0.8
"CD_I1004592","Tim English",111,111,581900,108,"Fair","R3","R4",4,15,6,"Still find it the most remarkable stat of 2024 was that Tim English, the All-Australian ruck, didn't win one hitout battle for the season. The only game where he had the most hitouts on the ground was against the SDK/Blic combo who combined had more than English, when the pair conceded 218 hitouts to 103 in the four other games together. Hitouts have never been his strong suit, but ruckmen normally peak after 25 and both Gawn and Grundy improved their average in the year following their first season averaging 110+. We typically see greater consistency in the top ruck tier than the other positions, which is why English's 25(!) point regression in 2024 was such a shock. There was a change in the ruck rule where players were able to hold a player out while the ball was in the air which didn't play into English's favour. However, it was the ease he was pushed off the ball that was alarming. I'm prepared to give him the benefit of the doubt that he was carrying something, more than it all being down to the rule change. Sam Darcy is an emerging start and could well spend more time in the ruck this year with English's ability to play forward, but I expect we will see some form of bounce back from English in 2025. UPDATE: Another interrupted pre-season for English, this time an abdominal injury. Sounds like he'll be fine for Round 1 but gives me less confidence in the bounce back.","2023 AA ruck didn't win a single hitout battle in 2024, didn't look himself, upside is there if he can return to 2023 form",NULL,82,92,5,NULL,13,14,1,136,-16,-20,139,0," 8 / 23"," 13 / 23"," 8 / 23"," 2 / 23"," 0 / 23",86,74,78,81,83,80,NULL,0,0,0,0,0,0,NULL,108,0,112,-4,101,8,93,15,0,108,NULL,5,128,105,87,103,83,64,35,11,27,80,38,81,160,199,149,125,106,117,99,79,53,-25,18,-16,20,19,29,NULL,16.5,74.3,40.7,2.9,3.8,8.0,18.5,63.3,67.2,4.3,5.0,8.9,"HO to Adv",3,9,103,128,40,2,122,149,-25,23,103,NULL,2.9,3.3,8.0,0.6,5.8,3.3,8.9,0.4
"CD_I1023261","Nick Daicos",119,130,631400,117,"Fair","M1","M1",1,24,6,"We haven't seen a SuperCoach prodigy like him. His only weakness to date has been his ability to handle a tag (Windhager kept him to 54, ANB to 64 (inj), Will Phillips to a sub par score before being subbed off, James Jordon to 66), but he'll be better prepared for that heading into his fourth season. He's now a full-time mid (CBAs 42% in 2023 to 71% in 2024) so there is no longer the cheap ball in defence, but he's becoming a very good midfielder with 7.7 clearances per game. The tag threat will always be there for the 21-year-old who has two top three Brownlow finishes, but he's a level above and I expect him to push through the 120 mark for the first time in 2025. UPDATE: Missed some training due to a foot issue but now back at it and in no doubt for the Opening Round. Haven't changed my projection on him.","Constant tag threat which is the only thing holding him back from being a 120+ mid, but should be better prepared for it in his 4th season so I expect him to reach that mark",NULL,153,242,4,NULL,10,4,2,145,0,0,186,54," 11 / 23"," 18 / 23"," 4 / 23"," 3 / 23"," 0 / 23",54,57,75,73,57,49,NULL,0,0,2,4,0,0,NULL,117,0,120,-3,113,4,123,-6,NULL,NULL,NULL,0,117,91,NULL,NULL,NULL,NULL,NULL,25,82,NULL,NULL,NULL,NULL,NULL,138,111,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,30.7,64.0,46.1,4.8,3.8,7.7,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",1,2,117,116,6,7,138,138,1,26,117,NULL,7.7,3.3,0.0,0.9,6.2,2.9,0.0,0.8
"CD_I1002232","Andrew Brayshaw",117,117,591800,110,"Low","M2","M9",2,9,0,"Brayshaw has always been a player who is better in real life than his SuperCoach scoring suggests. This is largely due to the fact that he's not much of a contested footballer, despite his one percenters and effort. Before last season, he won 33% of his possessions contested (the top eight mids averaged 45%) and averaged four clearances per game (Bont and Neale are all 7+). However, he improved this part of his game in 2024, despite seeing less CBAs than his prior years. He averaged 39% contested and 5.2 clearances per game. The fact that he had a career best SuperCoach season, yet regressed for his lowest AFL SuperCoach season in three years, shows his SuperCoach game is improving. He did manage a foot issue in the early rounds which explained his low AFL SuperCoach average, and he came home with 117 post-bye in SuperCoach (125 L5). The tag is now going Serong's way and I think we're about to see Brayshaw have another career SuperCoach year. He's underpriced, has potential to be a top eight and no early bye, so he's starting to tick some boxes. ","Career high 110 season despite having his lowest AFL SuperCoach season for three years shows his SC game is growing (contested up 5%), 117 post-bye after shaking a niggle and Serong getting the tag could see him join the top eight in 2025",NULL,133,156,11,NULL,18,3,9,138,-2,0,147,73," 9 / 23"," 15 / 23"," 6 / 23"," 0 / 23"," 0 / 23",79,74,71,70,68,NULL,NULL,0,0,0,0,0,NULL,NULL,110,0,104,6,117,-7,125,-15,NULL,NULL,NULL,0,110,110,107,101,71,61,NULL,53,16,20,44,147,175,NULL,139,139,136,134,99,91,NULL,-1,3,6,31,10,NULL,NULL,29.1,71.1,39.0,4.2,5.1,5.2,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",8,10,110,109,20,20,133,132,1,-2,110,NULL,5.2,2.6,0.0,0.3,6.2,2.9,0.0,0.8
"CD_I1009199","Noah Anderson",109,112,574900,107,"Fair","M18","M20",4,9,0,"While Anderson continued to improve his SuperCoach output (77 to 84 to 100 to 105 to 107), he hasn't earnt a lot of trust yet. His good is great - 10(!) games over 120 after crossing that mark four times in 2023 - but his inconsistency has become a frustration - six games under 90 following (was six in 2024 and nine times in 2023). It's what you get from an inside midfielder who gets below average tackle numbers, as he averages just over three per game. I think he has the ability to become a 115-averaging midfielder, but with Rowell stealing all the tackle and contested ball opportunities, I think there is too much risk to just assume it's going to happen. ","Improved output every season, just needs to add to his tackle game and can become a top eight mid",NULL,124,138,16,NULL,33,19,18,134,1,0,155,50," 10 / 23"," 11 / 23"," 6 / 23"," 3 / 23"," 0 / 23",89,74,79,81,83,79,NULL,0,0,0,0,0,0,NULL,107,0,109,-2,104,3,105,2,NULL,NULL,NULL,0,107,100,84,77,NULL,NULL,NULL,66,38,106,143,NULL,NULL,NULL,124,115,109,101,NULL,NULL,NULL,0,17,7,NULL,NULL,NULL,NULL,29.0,67.4,37.8,3.8,3.1,5.7,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",17,18,107,105,31,34,124,124,2,4,107,NULL,5.7,3.5,0.0,0.6,6.2,2.9,0.0,0.8
"CD_I1009420","Caleb Serong",114,120,623400,116,"Full","M4","M5",2,24,19,"Serong backed up his breakout 2023 where he received his first All-Australian honours with another All-Australian season in 2024. He started with a bang, 170 in Round 1 and averaged 125 at the bye. However, such was his domination, he attracted significant opposition attention on the run home, including tags against Connor Nash, Jack Graham, James Jordon, Touk Miller, Tom Liberatore, Toby Bedford and Willem Drew within an 11-game stretch, reducing his average to 100 in those games. If he avoids the tag, then he will go straight back to the 120 level we know he's capable of given his elite disposals (1.2 more than top eight mids), contested (3.2% higher than top eight) and clearances (1.4 more per game). However, such is his damage around clearances and standing in the game, I see the tags continuing in 2025 which would make him a risky starting option at that price.","Emerging SuperCoach stud started with a bang (143 in first three) and had six game over 136 for the season, however the regular tag cost came (106 post-bye) and unfortunately I think the tags will remain in 2025",NULL,93,148,7,NULL,6,15,5,143,3,0,170,84," 8 / 23"," 17 / 23"," 2 / 23"," 0 / 23"," 0 / 23",85,77,79,80,75,NULL,NULL,0,0,0,0,0,NULL,NULL,116,0,125,-9,106,10,108,8,NULL,NULL,NULL,0,116,93,83,81,NULL,NULL,NULL,35,67,111,119,NULL,NULL,NULL,141,124,112,116,NULL,NULL,NULL,0,10,2,NULL,NULL,NULL,NULL,29.4,69.2,46.9,2.5,5.0,7.6,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",4,5,116,111,10,18,141,133,4,18,116,NULL,7.6,2.8,0.0,0.5,6.2,2.9,0.0,0.8
"CD_I297907","Nic Newman",0,70,546800,101,"Overs","D249","D96",21,0,0,NULL,"107 post-bye and 115 L5 had appeal, but pre-season knee injury has ruled him out for the season",NULL,0,0,12,NULL,19,5,12,129,5,0,156,56," 5 / 24"," 12 / 24"," 8 / 24"," 3 / 24"," 0 / 24",0,0,0,0,0,0,NULL,0,0,39,26,18,11,NULL,101,0,97,4,107,-6,114,-13,99,2,NULL,0,101,80,88,24,97,72,80,93,138,75,339,38,119,62,115,99,108,52,115,98,105,0,-7,64,-73,25,-8,NULL,23.6,79.1,24.5,2.9,3.8,5.5,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",96,12,101,99,48,42,114,113,2,19,101,NULL,0.9,5.5,0.0,0.0,1.7,5.3,0.0,0.3
"CD_I998659","Luke Ryan",106,100,628300,117,"Overs","D9","D20",2,29,0,"After five seasons in a row averaging in the 99-109 and knocking on the door of the top six defenders, Ryan had a monster 2024, increasing his average by seven per game to 117 and become the third highest scoring defender. And for a lot of the year he was the highest, averaging 130(!) pre-bye to be the highest scorer in the game. Post-bye was a different story though as he dropped his average to 102. He led the league in kicks in 2023 (2nd in 2024) and in marks in 2024 (4th in 2023), so fair to say he likes a plus 6. He typically takes the safe option with his kick, either long down the line or short in D50, which explains his high disposal efficiency of 88.3. Great for SuperCoach scoring, but his slow, kick/mark game style attracted criticism from not just non-owners, but the wider football public who believe Freo need to move the ball quicker to give their forwards more of a chance. We saw that shift post-bye I I think the public are right and with Bolton up forward this season, they will want to get it in quick with less backwards kicks inside D50. Ryan is still going to have his big games such is his ability to generate +6 opportunities, but he's a big price for someone who averaged 102 to finish the year.","Led comp in marks and kicks over last two seasons and add to that an 88.3 disposal efficiency it's no surprise he averages 117 despite plenty of knockers, it did drop to 102 post-bye though as Freo moved it quicker so I doubt he can match his 2024 output",NULL,99,103,3,NULL,9,10,3,144,10,0,197,68," 10 / 23"," 15 / 23"," 4 / 23"," 1 / 23"," 0 / 23",0,0,0,0,0,0,NULL,69,64,63,63,64,64,NULL,117,0,130,-13,102,15,108,9,NULL,NULL,NULL,0,117,99,99,107,96,90,77,27,44,38,21,41,44,78,127,116,112,117,112,108,94,0,-1,-8,11,6,13,NULL,24.3,88.3,22.5,1.6,2.0,5.8,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",20,3,117,109,7,19,126,127,7,11,117,NULL,0.3,5.8,0.0,0.0,1.7,5.3,0.0,0.3
"CD_I994389","Jack Sinclair",110,109,592200,110,"Full","D2/M15","D8/M27",2,29,6,"It took Sinclair eight seasons to breakout, but since then he's put up a hat-trick of 105+ seasons. He is aided by the dream combo of CBAs and KIs, so he's always involved in the play. Interestingly, he scores his best when he has less CBAs, highlighted by his 116 average in the L5 from 15% CBAs (season low) and 41% KI (season high). There were a few other things at play to start the year which might have explained his 106 pre-bye average. A pre-season calf injury saw him miss the practice matches and Round 1 and when he returned, the Saints had Riley Bonner taking most of the kick-ins and played Sinclair further up the ground. By the end of the season, Phillipou, Clark, Dow and Windhager had moved into the middle and Sinclair stayed in defence (0% CBAs in L3). Despite the rise of NWM who will no doubt take some ball off Sinclair, I think we'll see him spend more time in defence this season which could see him push the 105 mark, making him a clear top six defender with some price upside. 12 FEB UPDATE: A hamstring injury will see him miss four weeks, might be right for Round 1 but not what you want from a premium, so now an upgrade target for me.","Slow start to 2024 with a pre-season calf injury but 116 post-bye when up and going saw a hat-trick of 105+ seasons - he's a gun",NULL,0,0,7,NULL,6,8,4,138,2,-4,147,73," 8 / 22"," 13 / 22"," 7 / 22"," 0 / 22"," 0 / 22",0,24,21,27,28,NULL,NULL,67,40,38,35,29,NULL,NULL,110,0,106,4,116,-6,112,-2,NULL,NULL,NULL,0,114,114,87,77,77,78,84,40,9,78,140,110,95,53,135,135,107,99,95,92,100,-4,27,10,0,0,-6,29,27.1,74.8,35.1,2.9,3.0,5.0,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",8,6,110,106,19,31,129,127,4,-8,110,NULL,3.0,5.0,0.0,0.3,1.7,5.3,0.0,0.3
"CD_I297401","Matt Crouch",85,80,568600,105,"Overs","M71","M123",13,14,0,"Matt Crouch struggled with groin issues, a broken leg and form in the three seasons leading up to 2024 after being a 110+ mid previously. Despite putting up big numbers in the reserves, it appeared the Crows had moved on from Crouch until he reemerged late in the season, averaging 6.4 clearances a game and many thought he played career best football - as previously he's been criticised for being just an accumulator and getting cheap footy. This continued into 2024 with Crouch being a mainstay in the Crows centre bounce lineup, attending 68% which matched his (very low) 68% TOG (where he happed to be the number one PPM player in the comp). And he was good. He averaged 30 disposals and six clearances in the low game time, averaging 110 points before an AC injury put him out until Round 21, putting a stop to what would've been a great bounce back season. By then, the Crows changed up their midfield mix, with Soligo, Berry, Zac Taylor and Dan Curtin all spending time in the middle, however Crouch maintained his full-time CBA role. 2025 will look a little different with the recruitment of Peatling and Sid Draper and the return of Rankine who was missing at the end of 2024. Looks like Laird is one who will move out and it's possible Crouch will see reduced exposure. At that price, it's not worth the risk anyway for someone who might not even be in their best 22 at times in 2025.","PPM gun (number two mid in comp) but low TOG and changing Crow midfield mix might mean less exposure for Crouch in 2025",NULL,109,155,18,NULL,4,37,9,133,-15,-7,128,85," 3 / 15"," 9 / 15"," 3 / 15"," 0 / 15"," 0 / 15",82,71,70,70,65,NULL,NULL,0,0,0,0,0,NULL,NULL,106,-1,109,-4,95,10,95,10,NULL,NULL,NULL,-1,112,90,0,111,104,102,112,47,85,NULL,17,25,23,5,148,128,0,144,138,134,146,-7,-20,NULL,7,2,-11,21,29.9,76.2,42.9,3.5,5.3,5.9,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",99,19,106,98,33,50,148,143,8,7,106,NULL,5.9,2.9,0.0,0.0,6.2,2.9,0.0,0.8
